message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (auto_init:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (warning_storage_size_popup_date:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (hide_memo_chat_popup:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (master_db_file_size:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (mention_notification_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (open_chat_mention_notification_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (mention_notification_sound_uri:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (mode_night:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (event_decoration_hide_date:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (event_decoration:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (event_decoration_tracked:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (less_setting_kakao_alert_ids:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (chatRoomDecorationRivision:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (keyword_effect_list:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (finger_print_bubble_lock:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (sharpSearchCollectionSetting:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (show_sent_media_dialog:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (needToShowReadPhoneNumbersInfoDialog:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (isEnableUpdatedFriends:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (video_autoplay_alert_time_setting:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (info_video_autoplay_always:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (guide_video_autoplay_not_always:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (wearOSAvailable:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (wearNotiOptimized:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (wearReplyPreset:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (needToShowCustomThemeInfoDialog:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (is_enable_split:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putBoolean - (is24HourformatLocale:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (d_id:295c990ec4b3470b9df03827b4a9e38b5caf17cfc010bb18abab9aee622ec5f8)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (featureFlags:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (geoLocationLogEntries:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (geoLocationLogIntervalInSeconds:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (geoLocationFireTime:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (chatroom_enter_option:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (openChat:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (birthday_friends:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (landing_url:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (last_birthday_date:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (is_new_birthday_friends:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (shouldSendAllContacts:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastCheckUpToDate:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastFriendsUpdatedAt:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (fristLoading:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (friendFirstLoading:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (enableEnterToSend:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (enableUUIDSearchable:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (hide:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (syncedFavoriteFriends:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (qrcode_id:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (contactNameSync:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (show_friend_name_sync:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (friendUpdateToken:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastChatLogId:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (mcmRevision:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (plusChatStatusRevision:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (friendsPollingInterval:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastFriendsUpdateTimestamp:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastFriendsRecommendListUpdateTimestamp:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (friendsRecommendListPollingInterval:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (recommended_friends_updated_at:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (openlinkToken:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (recommended_friends_clear_at:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (recommended_friends_ids:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (recommended_friends_clear_ids:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (restore_done:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (last_selected_profile_font_id:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (isMigrated:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (misc_setting_bitset_value:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (notification_keyword_migrated:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (passcode_fail_set:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (passcode_fail_timestamp:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (pattern_lock_mark:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lock_screen_type:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (ekpakelwo:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (KEY_WEATHER_LOCATION_JSON:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (readNoticeId:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (lastSecretChatRoomCreatedAt:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (androidDownloadUrl:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (document_inapp_browser:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (lastVersionCodeUsed:447211484)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (key_device_storage_management:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (key.gnb.notification.has_notification:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (key.myview.feed.sort:EDIT)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (|T|552367303137|*:{"token":"fmJ5dLPhSOufS7xRb8YWQL:APA91bFWztPBudF-GkUAEtlfP2SaFqzoFrJkBK4vCZ-0xBglHuh9FAO8wNcSc28Vbfh-7TGAszylm8tK6f5DvO-eau9A2fYil1PqF2jEEIzX7ZD4rpsVo6Cc3uo9pQ5ualaYZX8p3FTz","appVersion":"2410170","timestamp":1682270539866})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (https://t1.kakaocdn.net/tiara/experiment/datafile/v1/9332.json:Tue, 15 Feb 2022 10:35:58 GMT)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (tuid:q5Zf5Rx3poL2_230421010704269)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (uuid:bvynkviFxjeZ_230421818969253)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_date:2023-04-21)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_referrer:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_campaign:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_medium:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_source:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_term:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_content:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_referrer_click_time:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_begin_time:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (install_first_launch_time:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (pay_token:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (com.kakao.sdk.version:2.8.1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (com.kakao.sdk.oauth_token:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (adfit_adid:true)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (adfit_limited:true)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (adfit_adid:a42e75cd-19e5-43a5-a23b-d2390c100942)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (adfit_limited:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (adfit_cached_time:1682683833648)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (is_activated:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putBoolean - (app_backgrounded:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (last_pause_time:1682683892601)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (start_new_session:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (last_registered_token:fmJ5dLPhSOufS7xRb8YWQL:APA91bFWztPBudF-GkUAEtlfP2SaFqzoFrJkBK4vCZ-0xBglHuh9FAO8wNcSc28Vbfh-7TGAszylm8tK6f5DvO-eau9A2fYil1PqF2jEEIzX7ZD4rpsVo6Cc3uo9pQ5ualaYZX8p3FTz)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (health_monitor:start:1682617995222)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (deferred_analytics_collection:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (consent_settings:G1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (new_message:1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (new_message:1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (new_message:1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (keyword_new_message:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (new_message:1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (recommend_global_openlink_request_time:1682683892643)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (CACHE_KEY_REQUEST_RECOMMEND_FRIEND_LIST:{"total":1,"friends":[{"userId":12478601,"nickName":"희붐","profileImageUrl":"https:\\/\\/p.kakaocdn.net\\/th\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28_110x110_c.jpg","fullProfileImageUrl":"https:\\/\\/p.kakaocdn.net\\/th\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28_640x640_s.jpg","type":-2,"phoneNumber":"","statusMessage":"7 Figures","UUID":"","friendNickName":"","accountId":15286010,"originalProfileImageUrl":"https:\\/\\/p.kakaocdn.net\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28.jpg","userType":0,"ext":{"recommendSource":"O"},"hidden":false,"purged":false,"favorite":false,"screenToken":0,"suspended":false,"directChatId":0}],"recommended_at":1682618319,"status":0})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putString - (CACHE_KEY_REQUEST_RECOMMEND_FRIEND_LIST:{"total":1,"friends":[{"userId":12478601,"nickName":"희붐","profileImageUrl":"https:\\/\\/p.kakaocdn.net\\/th\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28_110x110_c.jpg","fullProfileImageUrl":"https:\\/\\/p.kakaocdn.net\\/th\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28_640x640_s.jpg","type":-2,"phoneNumber":"","statusMessage":"7 Figures","UUID":"","friendNickName":"","accountId":15286010,"originalProfileImageUrl":"https:\\/\\/p.kakaocdn.net\\/talkp\\/wnip1cPprm\\/TyBo6S3buwIWXw61jYSma1\\/nknw28.jpg","userType":0,"ext":{"recommendSource":"O"},"hidden":false,"purged":false,"favorite":false,"screenToken":0,"suspended":false,"directChatId":0}],"recommended_at":1682618319,"status":0})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putString - (adfit_adid:a42e75cd-19e5-43a5-a23b-d2390c100942)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putBoolean - (adfit_limited:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (adfit_cached_time:1682683892742)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (last_reported_time:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (connection_log:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (fcm_process_failure:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (encrypted_android_id:9fe21e30282514a06f387b4b2baee52cdb303c8d)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putString - (network_connect:April 28, 2023, 2:11 PM)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (consent_settings:G1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putString - (app_instance_id:0eacf4a0ec22bd7e0854435d84474122)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (last_pause_time:1682683892918)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putBoolean - (app_backgrounded:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (last_pause_time:1682683892962)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (health_monitor:start:1682617995222)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (deferred_analytics_collection:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (consent_settings:G1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (last_pause_time:1682683892976)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (properties:{"revision":260,"age":"UNKNOWN","interval":86400000,"toros_service_log_key":"28d7ef8e3da273905f","plus":{"dictionary":{"maxUpdatedAt":1682582442000,"maxUpdatedAt2":1682582442000}},"promotion":{"tabs":[]}})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (properties_req_time:1682704719800)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (properties_revision:260)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (properties_keyword_dic_updatedat:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (properties_emoticon_plus_me_info:{"revision":0,"since":0,"active":false})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (gridRevision:1680062771)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (cachedGridRevision:1680062771)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (language:en)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (categories:[{"key":"internalService","name":"placeHolder","viewType":"grid","services":[{"key":"tmail","name":"Mail","gridImage":"https://mud-kage.kakaocdn.net/dn/oODyN/btq9AJIrUg2/un6ASob4wkSRipRjIxhic0/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/oODyN/btq9AJIrUg2/un6ASob4wkSRipRjIxhic0/talk.png","imageTint":true,"type":"talkFeature"},{"key":"tcalendar","name":"Calendar","gridImage":"https://mud-kage.kakaocdn.net/dn/bQ8jJp/btqEG8F5WPs/XaPLfRA1v4MUpvaOa9GhOK/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/bQ8jJp/btqEG8F5WPs/XaPLfRA1v4MUpvaOa9GhOK/talk.png","imageTint":true,"type":"talkFeature","minVersion":"8.9.0"},{"key":"tdrive","name":"Talk Drive","gridImage":"https://mud-kage.kakaocdn.net/dn/ccOlgy/btqEJiAuIiX/4JF0RT6lGu1ZV26G3uxYKk/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/ccOlgy/btqEJiAuIiX/4JF0RT6lGu1ZV26G3uxYKk/talk.png","imageTint":true,"type":"talkFeature","minVersion":"8.9.0"},{"key":"emoticon","name":"Emoticons","gridImage":"https://mud-kage.kakaocdn.net/dn/elUcN4/btqEHN2vBc8/oWy0hxjVGcj0LtZfKWVLWK/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/elUcN4/btqEHN2vBc8/oWy0hxjVGcj0LtZfKWVLWK/talk.png","imageTint":true,"type":"talkFeature","minVersion":"8.9.0"},{"key":"theme","name":"Themes","gridImage":"https://mud-kage.kakaocdn.net/dn/bWcYZ4/btqEHOUIkJY/xkbLH1CtbvgxnKhhyO22h0/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/bWcYZ4/btqEHOUIkJY/xkbLH1CtbvgxnKhhyO22h0/talk.png","imageTint":true,"type":"talkFeature","minVersion":"8.9.0"},{"key":"openchat","name":"Openchat","gridImage":"https://mud-kage.kakaocdn.net/dn/dBXGU/btqEJBUSXgw/EIm1Oz7KsBZrDKA2O1RkIK/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/dBXGU/btqEJBUSXgw/EIm1Oz7KsBZrDKA2O1RkIK/talk.png","imageTint":true,"type":"web","url":"kakaoopen://home","minVersion":"8.9.0"},{"key":"account","name":"Account","gridImage":"https://mud-kage.kakaocdn.net/dn/d3QX5/btqEGS4xCKj/bbFy8tSEK3cl5iKIyPW87K/talk.png","listImage":"https://mud-kage.kakaocdn.net/dn/d3QX5/btqEGS4xCKj/bbFy8tSEK3cl5iKIyPW87K/talk.png","imageTint":true,"type":"talkFeature","minVersion":"8.9.0"}]}])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (autoSaveMode:true)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (inputHistory:[{"key":"input","id":-1,"timestamp":1682485839602,"extra":"pay"},{"key":"input","id":-1,"timestamp":1682485812252,"extra":"music"}])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (friendHistory:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (chatRoomHistory:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (recommendsRequest:1682485800968)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (recommendsExpire:1000)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (recommendsCache:{"collections":[],"placeholder":"Search","serverIntervalMs":200,"cacheExpiryMs":1000,"from":"tab-more","log":{"org":"kakao","service":"talk-finder","tab":"ENT"}})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (noticeItemRemoved:true)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (chatLogMigrationReservationTime:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (chatLogMigrationWithStart:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (chatLogSearchDaoSize:4096)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (chatLogMigrationState:2)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putBoolean - (app_backgrounded:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | putLong - (last_pause_time:1682683893118)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (newBadgeExpireTime:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (newBadgeClearTime:{})'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (health_monitor:start:1682617995222)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (measurement_enabled:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (deferred_analytics_collection:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (consent_settings:G1)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (chatLogMigrationState:2)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (allApps:[{"id":"1","name":"Suggestions","list":[{"id":"1491897293","name":"Kakao Story","iconImageUrl":"https:\\/\\/mud-kage.kakaocdn.net\\/dn\\/b0qT4X\\/btrrjYImXB5\\/ffLlkyNKr0j4Us2BikHhGK\\/talk.png","appId":"com.kakao.story","marketUrl":"market:\\/\\/details?id=com.kakao.story"},{"id":"1498716663","name":"kakao friends","iconImageUrl":"https:\\/\\/mud-kage.kakaocdn.net\\/dn\\/b9sPI7\\/btrrjhuB1wu\\/9DxL3YxvYTU62Kn51EDz0k\\/talk.png","webUrl":"http:\\/\\/store.kakaofriends.com"}]}])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (campaignBanner:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (multi_profile_max_designation_slot:500)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (multi_profile_max_slot:3)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (multi_profile_list_revision:1682666674)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (designated_friends_revision:1682666674)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (is24HourformatLocale:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (drawerScreenShown:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (local_category:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (category_v2:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (category:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (collapsed_account:[])'} data: None
